Region Rank	Rank	Name	Rating
4039	7876	Johan	1510.197
4042	7879	Shane	1510.121
4046	7885	Firesoul	1510.049
4056	7905	dazu	1509.793
4060	7910	Akira	1509.739
4063	7915	Matías	1509.69
4072	7936	Luis	1509.471
4077	7959	Pedrolou13	1509.201
4081	7967	Fola	1509.092
4083	7970	Alejandro	1509.06
4088	7978	Samuel	1508.954
4104	8014	Angel	1508.579
4105	8017	GRC	1508.567
4110	8029	Cesar	1508.408
4112	8032	JP	1508.333
4116	8041	Davi	1508.292
4117	8046	LAPUTA	1508.26
4129	8070	Dannkiedis	1507.924
4130	8071	ikki	1507.921
4144	8097	Kaaxerd	1507.555
4148	8105	Sh4mbl3s	1507.515
4158	8120	Carbón	1507.293
4166	8132	Radiactivo	1507.183
4169	8136	Lars	1507.156
4171	8139	xavier	1507.087
4174	8144	PetFer	1507.041
4179	8151	Ralip	1506.969
4181	8155	Nahhu	1506.915
4182	8158	Melanie	1506.899
4183	8160	Sergio	1506.881
4186	8170	RuddKaiser	1506.778
4187	8174	Sirius	1506.741
4194	8183	Yolotzin	1506.662
4196	8187	SlewohA	1506.646
4197	8188	Bokuto	1506.639
4200	8192	Mica	1506.603
4204	8199	Drekion	1506.518
4209	8208	Starburstrr	1506.46
4212	8213	Román	1506.415
4217	8219	Mishel D.	1506.338
4219	8221	Roberto	1506.31
4225	8237	Chop	1506.102
4231	8245	David	1505.986
4241	8262	Jonathan	1505.801
4243	8266	X-Demon	1505.781
4249	8275	Pitagores	1505.644
4254	8284	Noel	1505.553
4258	8290	Liliwus	1505.521
4261	8294	Jere	1505.462
4265	8298	Kalitha	1505.444
4276	8316	Pablo	1505.324
4282	8326	Lucas	1505.256
4304	8359	Axōlōvanni	1504.99
4307	8365	Diego	1504.909
4309	8368	Spada	1504.861
4311	8371	Jose	1504.805
4313	8373	iwgly	1504.798
4316	8377	Houselight	1504.775
4321	8386	Tico	1504.693
4324	8390	Bari	1504.641
4326	8392	Toledo	1504.638
4337	8413	Gonzalo	1504.379
4341	8418	Joshua	1504.339
4361	8449	Eskol	1504.022
4363	8452	Seebax	1503.994
4369	8466	Axel	1503.868
4372	8472	Eu	1503.77
4376	8482	Franchu	1503.661
4381	8492	Scoglianetti	1503.585
4385	8496	Custoya	1503.552
4402	8530	Sitinho	1503.226
4407	8536	NatroX	1503.144
4419	8559	Gorens	1502.945
4432	8580	Karra	1502.739
4433	8581	Nasch	1502.73
4441	8596	Cristal	1502.578
4443	8602	Diego	1502.523
4449	8611	Charlestun	1502.485
4450	8612	Raxet	1502.484
4470	8644	Andros	1502.241
4471	8648	Luks94	1502.201
4476	8660	KEZUO	1502.063
4483	8670	Juax	1501.984
4485	8674	Rivas	1501.954
4487	8676	Rio	1501.95
4489	8678	Uriel	1501.921
4490	8680	Uva	1501.914
4491	8685	AngelZer0	1501.86
4492	8686	Ray	1501.828
4496	8690	Kynt3	1501.784
4504	8706	Red Knight	1501.594
4512	8719	Miguel	1501.517
4519	8731	CesaRocks	1501.421
4521	8733	Juliana	1501.416
4531	8748	Aluna	1501.325
4532	8748	Pedro	1501.325
4541	8759	Jose	1501.251
4543	8761	Krhiz	1501.232
4552	8774	Peña	1501.123
4554	8776	Julián	1501.087
4603	8871	Gummybearoro	1500.318
4604	8873	Xentauros	1500.305
4611	8883	Picarot	1500.217
4613	8886	Alex	1500.181
4625	8910	Abiel	1499.986
4649	8957	Manu	1499.654
4663	8980	Rubén2TNT	1499.496
4674	8995	Zaca	1499.35
4682	9007	Soda	1499.255
4688	9021	Arnau	1499.099
4691	9026	El Olme	1499.072
4702	9047	Martín	1498.808
4714	9067	Oscar	1498.609
4716	9070	Forresth	1498.602
4717	9071	Saul	1498.601
4719	9073	Tunas	1498.576
4728	9086	Salben	1498.497
4740	9104	Usagi	1498.305
4746	9113	Raiden	1498.227
4760	9136	Alex	1497.97
4766	9145	Eduardo	1497.908
4767	9148	cly	1497.889
4774	9159	Carlos	1497.691
4779	9169	F2	1497.625
4782	9172	Antokovik	1497.602
4787	9180	Sakro	1497.504
4790	9183	Ax	1497.488
4793	9189	Chuplimo	1497.416
4794	9192	Nabero	1497.391
4804	9208	Rojo	1497.264
4816	9226	Holy	1497.108
4823	9241	Ender	1496.941
4826	9245	DAVID	1496.911
4843	9271	Tony	1496.58
4849	9281	dani	1496.455
4850	9282	HeiseM	1496.454
4852	9286	Esteban	1496.39
4857	9295	Omar	1496.293
4864	9307	jozema	1496.137
4867	9311	HWarrior	1496.073
4868	9312	Manuel	1496.062
4877	9327	Sito	1495.927
4883	9334	Fedo	1495.862
4885	9336	Sami	1495.836
4889	9345	Rick	1495.718
4892	9350	PuroChantaje	1495.682
4898	9361	GDE Ash jr.	1495.553
4899	9363	Mark	1495.523
4901	9365	Albert	1495.502
4912	9386	Isotopillo	1495.298
4919	9394	 Nito	1495.21
4926	9406	Jesus	1495.114
4927	9407	Cicamon	1495.113
4928	9408	Mari	1495.112
4933	9414	Pichi	1495.039
4942	9430	Tom	1494.785
4958	9477	Ápplejack	1494.235
4965	9493	Jean	1494.042
4968	9496	David	1494.018
4974	9509	Beta	1493.811
4975	9510	LugiaKas	1493.807
4977	9513	Ashfred	1493.783
4989	9533	Oscar	1493.557
4990	9535	CATALYST	1493.55
4994	9540	Piro	1493.498
